run_sample_id	runid	bam_file	annotated_vcf_file	ghm_snp_file	ghcnv_probe_file	molecule_table_file	counts_file	coverage_file	sergmentation_file	genome_summary_file	coverage_plot_file	type	TF
A034234001	210401_A01020_0165_AHVMNVDSXY	/ghds/ivd/flowcentral/210401_A01020_0165_AHVMNVDSXY/A034234001.short.bwamem.cram	/ghds/ivd/flowcentral/210401_A01020_0165_AHVMNVDSXY/A034234001.annotated.vcf	/ghds/ivd/flowcentral/210401_A01020_0165_AHVMNVDSXY/A034234001.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210401_A01020_0165_AHVMNVDSXY/A034234001.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0165_AHVMNVDSXY/A034234001.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0165_AHVMNVDSXY/A034234001.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0165_AHVMNVDSXY/A034234001.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0165_AHVMNVDSXY/A034234001.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0165_AHVMNVDSXY/A034234001.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0165_AHVMNVDSXY/A034234001.coverage_plot.pdf	Clinical	1
A033230801	210306_A00277_0432_AHVNMVDSXY	/ghds/ivd/flowcentral/210306_A00277_0432_AHVNMVDSXY/A033230801.short.bwamem.cram	/ghds/ivd/flowcentral/210306_A00277_0432_AHVNMVDSXY/A033230801.annotated.vcf	/ghds/ivd/flowcentral/210306_A00277_0432_AHVNMVDSXY/A033230801.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210306_A00277_0432_AHVNMVDSXY/A033230801.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210306_A00277_0432_AHVNMVDSXY/A033230801.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210306_A00277_0432_AHVNMVDSXY/A033230801.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210306_A00277_0432_AHVNMVDSXY/A033230801.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210306_A00277_0432_AHVNMVDSXY/A033230801.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210306_A00277_0432_AHVNMVDSXY/A033230801.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210306_A00277_0432_AHVNMVDSXY/A033230801.coverage_plot.pdf	Clinical	0.0538
A033802201	210322_A00277_0449_AHVGWMDSXY	/ghds/ivd/flowcentral/210322_A00277_0449_AHVGWMDSXY/A033802201.short.bwamem.cram	/ghds/ivd/flowcentral/210322_A00277_0449_AHVGWMDSXY/A033802201.annotated.vcf	/ghds/ivd/flowcentral/210322_A00277_0449_AHVGWMDSXY/A033802201.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210322_A00277_0449_AHVGWMDSXY/A033802201.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00277_0449_AHVGWMDSXY/A033802201.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00277_0449_AHVGWMDSXY/A033802201.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00277_0449_AHVGWMDSXY/A033802201.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00277_0449_AHVGWMDSXY/A033802201.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00277_0449_AHVGWMDSXY/A033802201.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00277_0449_AHVGWMDSXY/A033802201.coverage_plot.pdf	Clinical	0.1336
A033658101	210322_A00441_0422_AHVJCNDSXY	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033658101.short.bwamem.cram	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033658101.annotated.vcf	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033658101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033658101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033658101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033658101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033658101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033658101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033658101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033658101.coverage_plot.pdf	Clinical	0.131
A034603101	210414_A01361_0032_AHY3KHDSXY	/ghds/ivd/flowcentral/210414_A01361_0032_AHY3KHDSXY/A034603101.short.bwamem.cram	/ghds/ivd/flowcentral/210414_A01361_0032_AHY3KHDSXY/A034603101.annotated.vcf	/ghds/ivd/flowcentral/210414_A01361_0032_AHY3KHDSXY/A034603101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210414_A01361_0032_AHY3KHDSXY/A034603101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210414_A01361_0032_AHY3KHDSXY/A034603101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210414_A01361_0032_AHY3KHDSXY/A034603101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210414_A01361_0032_AHY3KHDSXY/A034603101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210414_A01361_0032_AHY3KHDSXY/A034603101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210414_A01361_0032_AHY3KHDSXY/A034603101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210414_A01361_0032_AHY3KHDSXY/A034603101.coverage_plot.pdf	Clinical	0.1774
A034348101	210404_A00770_0281_AHY52CDSXY	/ghds/ivd/flowcentral/210404_A00770_0281_AHY52CDSXY/A034348101.short.bwamem.cram	/ghds/ivd/flowcentral/210404_A00770_0281_AHY52CDSXY/A034348101.annotated.vcf	/ghds/ivd/flowcentral/210404_A00770_0281_AHY52CDSXY/A034348101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210404_A00770_0281_AHY52CDSXY/A034348101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210404_A00770_0281_AHY52CDSXY/A034348101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210404_A00770_0281_AHY52CDSXY/A034348101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210404_A00770_0281_AHY52CDSXY/A034348101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210404_A00770_0281_AHY52CDSXY/A034348101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210404_A00770_0281_AHY52CDSXY/A034348101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210404_A00770_0281_AHY52CDSXY/A034348101.coverage_plot.pdf	Clinical	0.5728
A033490201	210313_A00441_0414_AHVLTCDSXY	/ghds/ivd/flowcentral/210313_A00441_0414_AHVLTCDSXY/A033490201.short.bwamem.cram	/ghds/ivd/flowcentral/210313_A00441_0414_AHVLTCDSXY/A033490201.annotated.vcf	/ghds/ivd/flowcentral/210313_A00441_0414_AHVLTCDSXY/A033490201.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210313_A00441_0414_AHVLTCDSXY/A033490201.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210313_A00441_0414_AHVLTCDSXY/A033490201.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210313_A00441_0414_AHVLTCDSXY/A033490201.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210313_A00441_0414_AHVLTCDSXY/A033490201.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210313_A00441_0414_AHVLTCDSXY/A033490201.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210313_A00441_0414_AHVLTCDSXY/A033490201.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210313_A00441_0414_AHVLTCDSXY/A033490201.coverage_plot.pdf	Clinical	0.2842
A033298901	210307_A00770_0260_BHVMV3DSXY	/ghds/ivd/flowcentral/210307_A00770_0260_BHVMV3DSXY/A033298901.short.bwamem.cram	/ghds/ivd/flowcentral/210307_A00770_0260_BHVMV3DSXY/A033298901.annotated.vcf	/ghds/ivd/flowcentral/210307_A00770_0260_BHVMV3DSXY/A033298901.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210307_A00770_0260_BHVMV3DSXY/A033298901.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00770_0260_BHVMV3DSXY/A033298901.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00770_0260_BHVMV3DSXY/A033298901.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00770_0260_BHVMV3DSXY/A033298901.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00770_0260_BHVMV3DSXY/A033298901.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00770_0260_BHVMV3DSXY/A033298901.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00770_0260_BHVMV3DSXY/A033298901.coverage_plot.pdf	Clinical	0.6146
A035357501	210510_A00770_0312_BH33TJDSX2	/ghds/ivd/flowcentral/210510_A00770_0312_BH33TJDSX2/A035357501.short.bwamem.cram	/ghds/ivd/flowcentral/210510_A00770_0312_BH33TJDSX2/A035357501.annotated.vcf	/ghds/ivd/flowcentral/210510_A00770_0312_BH33TJDSX2/A035357501.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210510_A00770_0312_BH33TJDSX2/A035357501.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00770_0312_BH33TJDSX2/A035357501.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00770_0312_BH33TJDSX2/A035357501.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00770_0312_BH33TJDSX2/A035357501.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00770_0312_BH33TJDSX2/A035357501.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00770_0312_BH33TJDSX2/A035357501.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00770_0312_BH33TJDSX2/A035357501.coverage_plot.pdf	Clinical	0.0402
A035029101	210429_A01020_0185_BHY7NJDSXY	/ghds/ivd/flowcentral/210429_A01020_0185_BHY7NJDSXY/A035029101.short.bwamem.cram	/ghds/ivd/flowcentral/210429_A01020_0185_BHY7NJDSXY/A035029101.annotated.vcf	/ghds/ivd/flowcentral/210429_A01020_0185_BHY7NJDSXY/A035029101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210429_A01020_0185_BHY7NJDSXY/A035029101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210429_A01020_0185_BHY7NJDSXY/A035029101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210429_A01020_0185_BHY7NJDSXY/A035029101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210429_A01020_0185_BHY7NJDSXY/A035029101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210429_A01020_0185_BHY7NJDSXY/A035029101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210429_A01020_0185_BHY7NJDSXY/A035029101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210429_A01020_0185_BHY7NJDSXY/A035029101.coverage_plot.pdf	Clinical	0.0022
A034994101	210427_A00274_0492_BHY55TDSXY	/ghds/ivd/flowcentral/210427_A00274_0492_BHY55TDSXY/A034994101.short.bwamem.cram	/ghds/ivd/flowcentral/210427_A00274_0492_BHY55TDSXY/A034994101.annotated.vcf	/ghds/ivd/flowcentral/210427_A00274_0492_BHY55TDSXY/A034994101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210427_A00274_0492_BHY55TDSXY/A034994101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0492_BHY55TDSXY/A034994101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0492_BHY55TDSXY/A034994101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0492_BHY55TDSXY/A034994101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0492_BHY55TDSXY/A034994101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0492_BHY55TDSXY/A034994101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0492_BHY55TDSXY/A034994101.coverage_plot.pdf	Clinical	0.0882
A033345001	210309_A00770_0262_BHVC7JDSXY	/ghds/ivd/flowcentral/210309_A00770_0262_BHVC7JDSXY/A033345001.short.bwamem.cram	/ghds/ivd/flowcentral/210309_A00770_0262_BHVC7JDSXY/A033345001.annotated.vcf	/ghds/ivd/flowcentral/210309_A00770_0262_BHVC7JDSXY/A033345001.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210309_A00770_0262_BHVC7JDSXY/A033345001.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210309_A00770_0262_BHVC7JDSXY/A033345001.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210309_A00770_0262_BHVC7JDSXY/A033345001.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210309_A00770_0262_BHVC7JDSXY/A033345001.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210309_A00770_0262_BHVC7JDSXY/A033345001.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210309_A00770_0262_BHVC7JDSXY/A033345001.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210309_A00770_0262_BHVC7JDSXY/A033345001.coverage_plot.pdf	Clinical	0.2352
A035307301	210510_A00277_0477_AH355GDSX2	/ghds/ivd/flowcentral/210510_A00277_0477_AH355GDSX2/A035307301.short.bwamem.cram	/ghds/ivd/flowcentral/210510_A00277_0477_AH355GDSX2/A035307301.annotated.vcf	/ghds/ivd/flowcentral/210510_A00277_0477_AH355GDSX2/A035307301.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210510_A00277_0477_AH355GDSX2/A035307301.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00277_0477_AH355GDSX2/A035307301.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00277_0477_AH355GDSX2/A035307301.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00277_0477_AH355GDSX2/A035307301.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00277_0477_AH355GDSX2/A035307301.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00277_0477_AH355GDSX2/A035307301.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210510_A00277_0477_AH355GDSX2/A035307301.coverage_plot.pdf	Clinical	0.012
A035268901	210508_A00770_0310_BH33LWDSX2	/ghds/ivd/flowcentral/210508_A00770_0310_BH33LWDSX2/A035268901.short.bwamem.cram	/ghds/ivd/flowcentral/210508_A00770_0310_BH33LWDSX2/A035268901.annotated.vcf	/ghds/ivd/flowcentral/210508_A00770_0310_BH33LWDSX2/A035268901.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210508_A00770_0310_BH33LWDSX2/A035268901.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00770_0310_BH33LWDSX2/A035268901.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00770_0310_BH33LWDSX2/A035268901.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00770_0310_BH33LWDSX2/A035268901.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00770_0310_BH33LWDSX2/A035268901.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00770_0310_BH33LWDSX2/A035268901.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00770_0310_BH33LWDSX2/A035268901.coverage_plot.pdf	Clinical	0.1232
A035296301	210508_A00274_0502_AH33HYDSX2	/ghds/ivd/flowcentral/210508_A00274_0502_AH33HYDSX2/A035296301.short.bwamem.cram	/ghds/ivd/flowcentral/210508_A00274_0502_AH33HYDSX2/A035296301.annotated.vcf	/ghds/ivd/flowcentral/210508_A00274_0502_AH33HYDSX2/A035296301.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210508_A00274_0502_AH33HYDSX2/A035296301.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00274_0502_AH33HYDSX2/A035296301.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00274_0502_AH33HYDSX2/A035296301.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00274_0502_AH33HYDSX2/A035296301.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00274_0502_AH33HYDSX2/A035296301.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00274_0502_AH33HYDSX2/A035296301.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210508_A00274_0502_AH33HYDSX2/A035296301.coverage_plot.pdf	Clinical	0.9834
